0 ['8', '18', '22']
2015 ['59', '56', '31']
2016 ['59', '56', '31']
2017 ['59', '56', '31']
2018 ['59', '56', '31']
2019 ['59', '56', '31']
2020 ['59', '56', '31']
2021 ['59', '56', '31']
2022 ['59', '56', '31']
2033 ['43', '22', '61']
2034 ['43', '22', '61']
2035 ['43', '22', '61']
2036 ['43', '22', '61']
2037 ['43', '22', '61']
2038 ['43', '22', '61']
2039 ['43', '22', '61']
2040 ['43', '22', '61']
2041 ['43', '22', '61']
2042 ['43', '22', '61']
2053 ['60', '23', '1']
2054 ['60', '23', '1']
2055 ['60', '23', '1']
2056 ['60', '23', '1']
2057 ['60', '23', '1']
2058 ['60', '23', '1']
2059 ['60', '23', '1']
2060 ['60', '23', '1']
2061 ['60', '23', '1']
2062 ['60', '23', '1']
2073 ['17', '49', '40']
2074 ['17', '49', '40']
2075 ['17', '49', '40']
2076 ['17', '49', '40']
2077 ['17', '49', '40']
2078 ['17', '49', '40']
2079 ['17', '49', '40']
2080 ['17', '49', '40']
2081 ['17', '49', '40']
2082 ['17', '49', '40']
2093 ['4', '56', '24']
2094 ['4', '56', '24']
2095 ['4', '56', '24']
2096 ['4', '56', '24']
2097 ['4', '56', '24']
2098 ['4', '56', '24']
2099 ['4', '56', '24']
2100 ['4', '56', '24']
2101 ['4', '56', '24']
2102 ['4', '56', '24']
2113 ['59', '0', '31']
2114 ['59', '0', '31']
2115 ['59', '0', '31']
2116 ['59', '0', '31']
2117 ['59', '0', '31']
2118 ['59', '0', '31']
2119 ['59', '0', '31']
2120 ['59', '0', '31']
2121 ['59', '0', '31']
2122 ['59', '0', '31']
2133 ['51', '57', '33']
2134 ['51', '57', '33']
2135 ['51', '57', '33']
2136 ['51', '57', '33']
2137 ['51', '57', '33']
2138 ['51', '57', '33']
2139 ['51', '57', '33']
2140 ['51', '57', '33']
2141 ['51', '57', '33']
2142 ['51', '57', '33']
2153 ['18', '30', '33']
2154 ['18', '30', '33']
2155 ['18', '30', '33']
2156 ['18', '30', '33']
2157 ['18', '30', '33']
2158 ['18', '30', '33']
2159 ['18', '30', '33']
2160 ['18', '30', '33']
2161 ['18', '30', '33']
2162 ['18', '30', '33']
2173 ['5', '9', '61']
2174 ['5', '9', '61']
2175 ['5', '9', '61']
2176 ['5', '9', '61']
2177 ['5', '9', '61']
2178 ['5', '9', '61']
2179 ['5', '9', '61']
2180 ['5', '9', '61']
2181 ['5', '9', '61']
2182 ['5', '9', '61']
2193 ['50', '24', '48']
2194 ['50', '24', '48']
2195 ['50', '24', '48']
2196 ['50', '24', '48']
2197 ['50', '24', '48']
2198 ['50', '24', '48']
2199 ['50', '24', '48']
2200 ['50', '24', '48']
2201 ['50', '24', '48']
2202 ['50', '24', '48']
2213 ['57', '18', '33']
2214 ['57', '18', '33']
2215 ['57', '18', '33']
2216 ['57', '18', '33']
2217 ['57', '18', '33']
2218 ['57', '18', '33']
2219 ['57', '18', '33']
2220 ['57', '18', '33']
2221 ['57', '18', '33']
2222 ['57', '18', '33']
2233 ['31', '49', '40']
2234 ['31', '49', '40']
2235 ['31', '49', '40']
2236 ['31', '49', '40']
2237 ['31', '49', '40']
2238 ['31', '49', '40']
2239 ['31', '49', '40']
2240 ['31', '49', '40']
2241 ['31', '49', '40']
2242 ['31', '49', '40']
2253 ['46', '47', '9']
2254 ['46', '47', '9']
2255 ['46', '47', '9']
2256 ['46', '47', '9']
2257 ['46', '47', '9']
2258 ['46', '47', '9']
2259 ['46', '47', '9']
2260 ['46', '47', '9']
2261 ['46', '47', '9']
2262 ['46', '47', '9']
2273 ['10', '31', '53']
2274 ['10', '31', '53']
2275 ['10', '31', '53']
2276 ['10', '31', '53']
2277 ['10', '31', '53']
2278 ['10', '31', '53']
2279 ['10', '31', '53']
2280 ['10', '31', '53']
2281 ['10', '31', '53']
2282 ['10', '31', '53']
2293 ['0', '59', '54']
2294 ['0', '59', '54']
2295 ['0', '59', '54']
2296 ['0', '59', '54']
2297 ['0', '59', '54']
2298 ['0', '59', '54']
2299 ['0', '59', '54']
2300 ['0', '59', '54']
2301 ['0', '59', '54']
2302 ['0', '59', '54']
2313 ['15', '18', '0']
2314 ['15', '18', '0']
2315 ['15', '18', '0']
2316 ['15', '18', '0']
2317 ['15', '18', '0']
2318 ['15', '18', '0']
2319 ['15', '18', '0']
2320 ['15', '18', '0']
2321 ['15', '18', '0']
2322 ['15', '18', '0']
2333 ['18', '18', '29']
2334 ['18', '18', '29']
2335 ['18', '18', '29']
2336 ['18', '18', '29']
2337 ['18', '18', '29']
2338 ['18', '18', '29']
2339 ['18', '18', '29']
2340 ['18', '18', '29']
2341 ['18', '18', '29']
2342 ['18', '18', '29']
2353 ['4', '36', '33']
2354 ['4', '36', '33']
2355 ['4', '36', '33']
2356 ['4', '36', '33']
2357 ['4', '36', '33']
2358 ['4', '36', '33']
2359 ['4', '36', '33']
2360 ['4', '36', '33']
2361 ['4', '36', '33']
2362 ['4', '36', '33']
2373 ['54', '21', '13']
2374 ['54', '21', '13']
2375 ['54', '21', '13']
2376 ['54', '21', '13']
2377 ['54', '21', '13']
2378 ['54', '21', '13']
2379 ['54', '21', '13']
2380 ['54', '21', '13']
2381 ['54', '21', '13']
2382 ['54', '21', '13']
2393 ['1', '28', '12']
2394 ['1', '28', '12']
2395 ['1', '28', '12']
2396 ['1', '28', '12']
2397 ['1', '28', '12']
2398 ['1', '28', '12']
2399 ['1', '28', '12']
2400 ['1', '28', '12']
2401 ['1', '28', '12']
2402 ['1', '28', '12']
2413 ['32', '1', '52']
2414 ['32', '1', '52']
2415 ['32', '1', '52']
2416 ['32', '1', '52']
2417 ['32', '1', '52']
2418 ['32', '1', '52']
2419 ['32', '1', '52']
2420 ['32', '1', '52']
2421 ['32', '1', '52']
2422 ['32', '1', '52']
2433 ['3', '2', '49']
2434 ['3', '2', '49']
2435 ['3', '2', '49']
2436 ['3', '2', '49']
2437 ['3', '2', '49']
2438 ['3', '2', '49']
2439 ['3', '2', '49']
2440 ['3', '2', '49']
2441 ['3', '2', '49']
2442 ['3', '2', '49']
2453 ['45', '18', '5']
2454 ['45', '18', '5']
2455 ['45', '18', '5']
2456 ['45', '18', '5']
2457 ['45', '18', '5']
2458 ['45', '18', '5']
2459 ['45', '18', '5']
2460 ['45', '18', '5']
2461 ['45', '18', '5']
2462 ['45', '18', '5']
2473 ['4', '32', '41']
2474 ['4', '32', '41']
2475 ['4', '32', '41']
2476 ['4', '32', '41']
2477 ['4', '32', '41']
2478 ['4', '32', '41']
2479 ['4', '32', '41']
2480 ['4', '32', '41']
2481 ['4', '32', '41']
2482 ['4', '32', '41']
2493 ['53', '3', '50']
2494 ['53', '3', '50']
2495 ['53', '3', '50']
2496 ['53', '3', '50']
2497 ['53', '3', '50']
2498 ['53', '3', '50']
2499 ['53', '3', '50']
2500 ['53', '3', '50']
2501 ['53', '3', '50']
2502 ['53', '3', '50']
2513 ['50', '2', '25']
2514 ['50', '2', '25']
2515 ['50', '2', '25']
2516 ['50', '2', '25']
2517 ['50', '2', '25']
2518 ['50', '2', '25']
2519 ['50', '2', '25']
2520 ['50', '2', '25']
2521 ['50', '2', '25']
2522 ['50', '2', '25']
2533 ['54', '51', '52']
2534 ['54', '51', '52']
2535 ['54', '51', '52']
2536 ['54', '51', '52']
2537 ['54', '51', '52']
2538 ['54', '51', '52']
2539 ['54', '51', '52']
2540 ['54', '51', '52']
2541 ['54', '51', '52']
2542 ['54', '51', '52']
2553 ['51', '52', '25']
2554 ['51', '52', '25']
2555 ['51', '52', '25']
2556 ['51', '52', '25']
2557 ['51', '52', '25']
2558 ['51', '52', '25']
2559 ['51', '52', '25']
2560 ['51', '52', '25']
2561 ['51', '52', '25']
2562 ['51', '52', '25']
2573 ['51', '52', '1']
2574 ['51', '52', '1']
2575 ['51', '52', '1']
2576 ['51', '52', '1']
2577 ['51', '52', '1']
2578 ['51', '52', '1']
2579 ['51', '52', '1']
2580 ['51', '52', '1']
2581 ['51', '52', '1']
2582 ['51', '52', '1']
2593 ['51', '52', '6']
2594 ['51', '52', '6']
2595 ['51', '52', '6']
2596 ['51', '52', '6']
2597 ['51', '52', '6']
2598 ['51', '52', '6']
2599 ['51', '52', '6']
2600 ['51', '52', '6']
2601 ['51', '52', '6']
2602 ['51', '52', '6']
2603 ['51', '52', '6']
2614 ['51', '52', '25']
2615 ['51', '52', '25']
2616 ['51', '52', '25']
2617 ['51', '52', '25']
2618 ['51', '52', '25']
2619 ['51', '52', '25']
2620 ['51', '52', '25']
2621 ['51', '52', '25']
2622 ['51', '52', '25']
2623 ['51', '52', '25']
2634 ['51', '52', '50']
2635 ['51', '52', '50']
2636 ['51', '52', '50']
2637 ['51', '52', '50']
2638 ['51', '52', '50']
2639 ['51', '52', '50']
2640 ['51', '52', '50']
2641 ['51', '52', '50']
2642 ['51', '52', '50']
2643 ['51', '52', '50']
2654 ['52', '51', '31']
2655 ['52', '51', '31']
2656 ['52', '51', '31']
2657 ['52', '51', '31']
2658 ['52', '51', '31']
2659 ['52', '51', '31']
2660 ['52', '51', '31']
2661 ['52', '51', '31']
2662 ['52', '51', '31']
2663 ['52', '51', '31']
2674 ['52', '51', '22']
2675 ['52', '51', '25']
2676 ['52', '51', '25']
2677 ['52', '51', '25']
2678 ['52', '51', '25']
2679 ['52', '51', '25']
2680 ['52', '51', '25']
2681 ['52', '51', '25']
2682 ['52', '51', '25']
2683 ['52', '51', '25']
2684 ['52', '51', '25']
2685 ['52', '51', '25']
2696 ['52', '51', '52']
2697 ['52', '51', '52']
2698 ['52', '51', '52']
2699 ['52', '51', '52']
2700 ['52', '51', '52']
2701 ['52', '51', '52']
2702 ['52', '51', '52']
2703 ['52', '51', '52']
2704 ['52', '51', '52']
2705 ['52', '51', '52']
2716 ['52', '51', '27']
2717 ['52', '51', '27']
2718 ['52', '51', '27']
2719 ['52', '51', '27']
2720 ['52', '51', '27']
2721 ['52', '51', '27']
2722 ['52', '51', '27']
2723 ['52', '51', '27']
2724 ['52', '51', '27']
2725 ['52', '51', '27']
2736 ['51', '52', '8']
2737 ['51', '52', '8']
2738 ['51', '52', '8']
2739 ['51', '52', '8']
2740 ['51', '52', '8']
2741 ['51', '52', '8']
2742 ['51', '52', '8']
2743 ['51', '52', '8']
2744 ['51', '52', '8']
2745 ['51', '52', '8']
2756 ['51', '52', '25']
2757 ['51', '52', '25']
2758 ['51', '52', '25']
2759 ['51', '52', '25']
2760 ['51', '52', '25']
2761 ['51', '52', '25']
2762 ['51', '52', '25']
2763 ['51', '52', '25']
2764 ['51', '52', '25']
2765 ['51', '52', '25']
2776 ['51', '52', '44']
2777 ['51', '52', '44']
2778 ['51', '52', '44']
2779 ['51', '52', '44']
2780 ['51', '52', '44']
2781 ['51', '52', '44']
2782 ['51', '52', '44']
2783 ['51', '52', '44']
2784 ['51', '52', '44']
2785 ['51', '52', '44']
2796 ['51', '52', '49']
2797 ['51', '52', '49']
2798 ['51', '52', '49']
2799 ['51', '52', '49']
2800 ['51', '52', '49']
2801 ['51', '52', '49']
2802 ['51', '52', '49']
2803 ['51', '52', '49']
2804 ['51', '52', '49']
2805 ['51', '52', '49']
2816 ['51', '52', '0']
2817 ['51', '52', '0']
2818 ['51', '52', '0']
2819 ['51', '52', '0']
2820 ['51', '52', '0']
2821 ['51', '52', '0']
2822 ['51', '52', '0']
2823 ['51', '52', '0']
2824 ['51', '52', '0']
2825 ['51', '52', '0']
2836 ['51', '52', '13']
2837 ['51', '52', '13']
2838 ['51', '52', '13']
2839 ['51', '52', '13']
2840 ['51', '52', '13']
2841 ['51', '52', '13']
2842 ['51', '52', '13']
2843 ['51', '52', '13']
2844 ['51', '52', '13']
2845 ['51', '52', '13']
2856 ['51', '52', '16']
2857 ['51', '52', '16']
2858 ['51', '52', '16']
2859 ['51', '52', '16']
2860 ['51', '52', '16']
2861 ['51', '52', '16']
2862 ['51', '52', '16']
2863 ['51', '52', '16']
2864 ['51', '52', '16']
2865 ['51', '52', '16']
2876 ['51', '52', '25']
2877 ['51', '52', '25']
2878 ['51', '52', '25']
2879 ['51', '52', '25']
2880 ['51', '52', '25']
2881 ['51', '52', '25']
2882 ['51', '52', '25']
2883 ['51', '52', '25']
2884 ['51', '52', '25']
2885 ['51', '52', '25']
2896 ['51', '52', '48']
2897 ['51', '52', '48']
2898 ['51', '52', '48']
2899 ['51', '52', '48']
2900 ['51', '52', '48']
2901 ['51', '52', '48']
2902 ['51', '52', '48']
2903 ['51', '52', '48']
2904 ['51', '52', '48']
2905 ['51', '52', '48']
2916 ['51', '52', '6']
2917 ['51', '52', '6']
2918 ['51', '52', '6']
2919 ['51', '52', '6']
2920 ['51', '52', '6']
2921 ['51', '52', '6']
2922 ['51', '52', '6']
2923 ['51', '52', '6']
2924 ['51', '52', '6']
2925 ['51', '52', '6']
2936 ['51', '52', '25']
2937 ['51', '52', '25']
2938 ['51', '52', '25']
2939 ['51', '52', '25']
2940 ['51', '52', '25']
2941 ['51', '52', '25']
2942 ['51', '52', '25']
2943 ['51', '52', '25']
2944 ['51', '52', '25']
2945 ['51', '52', '25']
2956 ['51', '52', '3']
2957 ['51', '52', '3']
2958 ['51', '52', '3']
2959 ['51', '52', '3']
2960 ['51', '52', '3']
2961 ['51', '52', '3']
2962 ['51', '52', '3']
2963 ['51', '52', '3']
2964 ['51', '52', '3']
2965 ['51', '52', '3']
2976 ['51', '52', '7']
2977 ['51', '52', '7']
2978 ['51', '52', '7']
2979 ['51', '52', '7']
2980 ['51', '52', '7']
2981 ['51', '52', '7']
2982 ['51', '52', '7']
2983 ['51', '52', '7']
2984 ['51', '52', '7']
2985 ['51', '52', '7']
2996 ['51', '52', '41']
2997 ['51', '52', '41']
2998 ['51', '52', '41']
2999 ['51', '52', '41']
3000 ['51', '52', '41']
3001 ['51', '52', '41']
3002 ['51', '52', '41']
3003 ['51', '52', '41']
3004 ['51', '52', '41']
3005 ['51', '52', '41']
3016 ['51', '52', '40']
3017 ['51', '52', '40']
3018 ['51', '52', '40']
3019 ['51', '52', '40']
3020 ['51', '52', '40']
3021 ['51', '52', '40']
3022 ['51', '52', '40']
3023 ['51', '52', '40']
3024 ['51', '52', '40']
3025 ['52', '51', '6']
3026 ['52', '51', '6']
3027 ['52', '51', '6']
3028 ['52', '51', '6']
3029 ['52', '51', '6']
3030 ['52', '51', '6']
3031 ['52', '51', '6']
3032 ['52', '51', '6']
3033 ['52', '51', '6']
3034 ['52', '51', '6']
3035 ['52', '51', '6']
3046 ['52', '51', '41']
3047 ['52', '51', '41']
3048 ['52', '51', '41']
3049 ['52', '51', '41']
3050 ['52', '51', '41']
3051 ['52', '51', '41']
3052 ['52', '51', '41']
3053 ['52', '51', '41']
3054 ['52', '51', '41']
3055 ['52', '51', '41']
3066 ['52', '51', '25']
3067 ['52', '51', '25']
3068 ['52', '51', '25']
3069 ['52', '51', '25']
3070 ['52', '51', '25']
3071 ['52', '51', '25']
3072 ['52', '51', '25']
3073 ['52', '51', '25']
3074 ['52', '51', '25']
3075 ['52', '51', '25']
3086 ['52', '51', '2']
3087 ['52', '51', '2']
3088 ['52', '51', '2']
3089 ['52', '51', '2']
3090 ['52', '51', '25']
3091 ['52', '51', '25']
3092 ['52', '51', '25']
3093 ['52', '51', '25']
3094 ['52', '51', '25']
3095 ['52', '51', '25']
3096 ['52', '51', '25']
3097 ['52', '51', '25']
3098 ['52', '51', '25']
3099 ['52', '51', '25']
3100 ['52', '51', '25']
3111 ['52', '51', '6']
3112 ['52', '51', '6']
3113 ['52', '51', '6']
3114 ['52', '51', '6']
3115 ['52', '51', '6']
3116 ['52', '51', '6']
3117 ['52', '51', '6']
3118 ['52', '51', '6']
3119 ['52', '51', '6']
3120 ['52', '51', '6']
3131 ['52', '51', '13']
3132 ['52', '51', '13']
3133 ['52', '51', '13']
3134 ['52', '51', '13']
3135 ['52', '51', '13']
3136 ['52', '51', '13']
3137 ['52', '51', '13']
3138 ['52', '51', '13']
3139 ['52', '51', '13']
3140 ['52', '51', '13']
3151 ['52', '51', '59']
3152 ['52', '51', '59']
3153 ['52', '51', '59']
3154 ['52', '51', '59']
3155 ['52', '51', '59']
3156 ['52', '51', '59']
3157 ['52', '51', '59']
3158 ['52', '51', '59']
3159 ['52', '51', '59']
3160 ['52', '51', '59']
3171 ['52', '51', '6']
3172 ['52', '51', '6']
3173 ['52', '51', '6']
3174 ['52', '51', '6']
3175 ['52', '51', '6']
3176 ['52', '51', '6']
3177 ['52', '51', '6']
3178 ['52', '51', '6']
3179 ['52', '51', '6']
3180 ['52', '51', '6']
3191 ['52', '51', '25']
3192 ['52', '51', '25']
3193 ['52', '51', '25']
3194 ['52', '51', '25']
3195 ['52', '51', '25']
3196 ['52', '51', '25']
3197 ['52', '51', '25']
3198 ['52', '51', '25']
3199 ['52', '51', '25']
3200 ['52', '51', '25']
3211 ['52', '51', '55']
3212 ['52', '51', '55']
3213 ['52', '51', '55']
3214 ['52', '51', '55']
3215 ['52', '51', '55']
3216 ['52', '51', '55']
3217 ['52', '51', '55']
3218 ['52', '51', '55']
3219 ['52', '51', '55']
3220 ['52', '51', '55']
3231 ['52', '51', '25']
3232 ['52', '51', '25']
3233 ['52', '51', '25']
3234 ['52', '51', '25']
3235 ['52', '51', '25']
3236 ['52', '51', '25']
3237 ['52', '51', '25']
3238 ['52', '51', '25']
3239 ['52', '51', '25']
3240 ['52', '51', '25']
3251 ['51', '52', '6']
3252 ['51', '52', '6']
3253 ['51', '52', '6']
3254 ['51', '52', '6']
3255 ['51', '52', '6']
3256 ['51', '52', '6']
3257 ['51', '52', '6']
3258 ['51', '52', '6']
3259 ['51', '52', '6']
3260 ['51', '52', '6']
3271 ['51', '52', '5']
3272 ['51', '52', '5']
3273 ['51', '52', '5']
3274 ['51', '52', '5']
3275 ['51', '52', '25']
3276 ['51', '52', '25']
3277 ['51', '52', '25']
3278 ['51', '52', '25']
3279 ['51', '52', '25']
3280 ['51', '52', '25']
3281 ['51', '52', '25']
3282 ['51', '52', '25']
3283 ['51', '52', '25']
3284 ['51', '52', '25']
3285 ['51', '52', '25']
3296 ['51', '52', '44']
3297 ['51', '52', '44']
3298 ['51', '52', '44']
3299 ['51', '52', '44']
3300 ['51', '52', '44']
3301 ['51', '52', '44']
3302 ['51', '52', '44']
3303 ['51', '52', '44']
3304 ['51', '52', '44']
3305 ['51', '52', '44']
3316 ['51', '52', '25']
3317 ['51', '52', '25']
3318 ['51', '52', '25']
3319 ['51', '52', '25']
3320 ['51', '52', '25']
3321 ['51', '52', '25']
3322 ['51', '52', '25']
3323 ['51', '52', '25']
3324 ['51', '52', '25']
3325 ['51', '52', '25']
3336 ['51', '52', '25']
3337 ['51', '52', '25']
3338 ['51', '52', '25']
3339 ['51', '52', '25']
3340 ['51', '52', '25']
3341 ['51', '52', '25']
3342 ['51', '52', '25']
3343 ['51', '52', '25']
3344 ['51', '52', '25']
3345 ['51', '52', '25']
3346 ['51', '52', '25']
3357 ['52', '51', '50']
3358 ['52', '51', '50']
3359 ['52', '51', '50']
3360 ['52', '51', '50']
3361 ['52', '51', '50']
3362 ['52', '51', '50']
3363 ['52', '51', '50']
3364 ['52', '51', '50']
3365 ['52', '51', '50']
3366 ['52', '51', '50']
3377 ['52', '51', '1']
3378 ['52', '51', '1']
3379 ['52', '51', '1']
3380 ['52', '51', '1']
3381 ['52', '51', '25']
3382 ['52', '51', '25']
3383 ['52', '51', '25']
3384 ['52', '51', '25']
3385 ['52', '51', '25']
3386 ['52', '51', '25']
3387 ['52', '51', '25']
3388 ['52', '51', '25']
3389 ['52', '51', '25']
3390 ['52', '51', '25']
3391 ['52', '51', '25']
3402 ['52', '51', '26']
3403 ['52', '51', '26']
3404 ['52', '51', '26']
3405 ['52', '51', '26']
3406 ['52', '51', '26']
3407 ['52', '51', '26']
3408 ['52', '51', '26']
3409 ['52', '51', '26']
3410 ['52', '51', '26']
3411 ['52', '51', '26']
3422 ['51', '52', '14']
3423 ['51', '52', '14']
3424 ['51', '52', '14']
3425 ['51', '52', '14']
3426 ['51', '52', '14']
3427 ['51', '52', '14']
3428 ['51', '52', '14']
3429 ['51', '52', '14']
3430 ['51', '52', '14']
3431 ['51', '52', '14']
3442 ['51', '52', '43']
3443 ['51', '52', '43']
3444 ['51', '52', '43']
3445 ['51', '52', '43']
3446 ['51', '52', '43']
3447 ['51', '52', '43']
3448 ['51', '52', '43']
3449 ['51', '52', '43']
3450 ['51', '52', '43']
3451 ['51', '52', '43']
3462 ['52', '51', '37']
3463 ['52', '51', '37']
3464 ['52', '51', '37']
3465 ['52', '51', '37']
3466 ['52', '51', '37']
3467 ['52', '51', '37']
3468 ['52', '51', '37']
3469 ['52', '51', '37']
3470 ['52', '51', '37']
3471 ['52', '51', '37']
3482 ['52', '51', '6']
3483 ['52', '51', '6']
3484 ['52', '51', '6']
3485 ['52', '51', '6']
3486 ['52', '51', '6']
3487 ['52', '51', '6']
3488 ['52', '51', '6']
3489 ['52', '51', '6']
3490 ['52', '51', '6']
3491 ['52', '51', '6']
3502 ['52', '51', '26']
3503 ['52', '51', '26']
3504 ['52', '51', '26']
3505 ['52', '51', '26']
3506 ['52', '51', '26']
3507 ['52', '51', '26']
3508 ['52', '51', '26']
3509 ['52', '51', '26']
3510 ['52', '51', '26']
3511 ['52', '51', '26']
3522 ['52', '51', '17']
3523 ['52', '51', '17']
3524 ['52', '51', '17']
3525 ['52', '51', '17']
3526 ['52', '51', '17']
3527 ['52', '51', '17']
3528 ['52', '51', '17']
3529 ['52', '51', '17']
3530 ['52', '51', '17']
3531 ['52', '51', '17']
3542 ['52', '51', '57']
3543 ['52', '51', '57']
3544 ['52', '51', '57']
3545 ['52', '51', '57']
3546 ['52', '51', '57']
3547 ['52', '51', '57']
3548 ['52', '51', '57']
3549 ['52', '51', '57']
3550 ['52', '51', '57']
3551 ['52', '51', '57']
3562 ['52', '51', '6']
3563 ['52', '51', '6']
3564 ['52', '51', '6']
3565 ['52', '51', '6']
3566 ['52', '51', '6']
3567 ['52', '51', '6']
3568 ['52', '51', '6']
3569 ['52', '51', '6']
3570 ['52', '51', '6']
3571 ['52', '51', '6']
3572 ['52', '51', '6']
3583 ['52', '51', '14']
3584 ['52', '51', '14']
3585 ['52', '51', '14']
3586 ['52', '51', '14']
3587 ['52', '51', '14']
3588 ['52', '51', '14']
3589 ['52', '51', '14']
3590 ['52', '51', '14']
3591 ['52', '51', '14']
3592 ['52', '51', '14']
3603 ['52', '51', '0']
3604 ['52', '51', '0']
3605 ['52', '51', '0']
3606 ['52', '51', '0']
3607 ['52', '51', '0']
3608 ['52', '51', '0']
3609 ['52', '51', '6']
3610 ['52', '51', '6']
3611 ['52', '51', '6']
3612 ['52', '51', '6']
3613 ['52', '51', '6']
3614 ['52', '51', '6']
3615 ['52', '51', '6']
3616 ['52', '51', '6']
3617 ['52', '51', '6']
3618 ['52', '51', '6']
3619 ['52', '51', '6']
3630 ['52', '51', '25']
3631 ['52', '51', '25']
3632 ['52', '51', '25']
3633 ['52', '51', '25']
3634 ['52', '51', '25']
3635 ['52', '51', '25']
3636 ['52', '51', '25']
3637 ['52', '51', '25']
3638 ['52', '51', '25']
3639 ['52', '51', '25']
3650 ['52', '51', '6']
3651 ['52', '51', '6']
3652 ['52', '51', '6']
3653 ['52', '51', '6']
3654 ['52', '51', '6']
3655 ['52', '51', '6']
3656 ['52', '51', '6']
3657 ['52', '51', '6']
3658 ['52', '51', '6']
3659 ['52', '51', '6']
3670 ['52', '51', '30']
3671 ['52', '51', '30']
3672 ['52', '51', '30']
3673 ['52', '51', '30']
3674 ['52', '51', '30']
3675 ['52', '51', '30']
3676 ['52', '51', '30']
3677 ['52', '51', '30']
3678 ['52', '51', '30']
3679 ['52', '51', '30']
3690 ['52', '51', '8']
3691 ['52', '51', '8']
3692 ['52', '51', '8']
3693 ['52', '51', '8']
3694 ['52', '51', '8']
3695 ['52', '51', '8']
3696 ['52', '51', '8']
3697 ['52', '51', '8']
3698 ['52', '51', '8']
3699 ['52', '51', '8']
3710 ['52', '51', '12']
3711 ['52', '51', '12']
3712 ['52', '51', '12']
3713 ['52', '51', '12']
3714 ['52', '51', '12']
3715 ['52', '51', '12']
3716 ['52', '51', '12']
3717 ['52', '51', '12']
3718 ['52', '51', '12']
3719 ['52', '51', '25']
3720 ['52', '51', '25']
3721 ['52', '51', '25']
3722 ['52', '51', '25']
3723 ['52', '51', '25']
3724 ['52', '51', '25']
3725 ['52', '51', '25']
3726 ['52', '51', '25']
3727 ['52', '51', '25']
3728 ['52', '51', '25']
3729 ['52', '51', '25']
3740 ['52', '51', '25']
3741 ['52', '51', '25']
3742 ['52', '51', '25']
3743 ['52', '51', '25']
3744 ['52', '51', '25']
3745 ['52', '51', '25']
3746 ['52', '51', '25']
3747 ['52', '51', '25']
3748 ['52', '51', '25']
3749 ['52', '51', '25']
3760 ['52', '51', '25']
3761 ['52', '51', '25']
3762 ['52', '51', '25']
3763 ['52', '51', '25']
3764 ['52', '51', '25']
3765 ['52', '51', '25']
3766 ['52', '51', '25']
3767 ['52', '51', '25']
3768 ['52', '51', '25']
3769 ['52', '51', '25']
3780 ['52', '51', '34']
3781 ['52', '51', '34']
3782 ['52', '51', '34']
3783 ['52', '51', '34']
3784 ['52', '51', '34']
3785 ['52', '51', '34']
3786 ['52', '51', '34']
3787 ['52', '51', '34']
3788 ['52', '51', '34']
3789 ['52', '51', '34']
3800 ['52', '51', '30']
3801 ['52', '51', '30']
3802 ['52', '51', '30']
3803 ['52', '51', '30']
3804 ['52', '51', '25']
3805 ['52', '51', '25']
3806 ['52', '51', '25']
3807 ['52', '51', '25']
3808 ['52', '51', '25']
3809 ['52', '51', '25']
3810 ['52', '51', '25']
3811 ['52', '51', '25']
3812 ['52', '51', '25']
3813 ['52', '51', '25']
3814 ['52', '51', '25']
3825 ['52', '51', '25']
3826 ['52', '51', '25']
3827 ['52', '51', '25']
3828 ['52', '51', '25']
3829 ['52', '51', '25']
3830 ['52', '51', '25']
3831 ['52', '51', '25']
3832 ['52', '51', '25']
3833 ['52', '51', '25']
3834 ['52', '51', '25']
3845 ['52', '51', '23']
3846 ['52', '51', '23']
3847 ['52', '51', '23']
3848 ['52', '51', '23']
3849 ['52', '51', '23']
3850 ['52', '51', '23']
3851 ['52', '51', '23']
3852 ['52', '51', '23']
3853 ['52', '51', '23']
3854 ['52', '51', '23']
3865 ['52', '51', '41']
3866 ['52', '51', '41']
3867 ['52', '51', '41']
3868 ['52', '51', '41']
3869 ['52', '51', '41']
3870 ['52', '51', '41']
3871 ['52', '51', '41']
3872 ['52', '51', '41']
3873 ['52', '51', '41']
3874 ['52', '51', '41']
3885 ['51', '52', '33']
3886 ['51', '52', '33']
3887 ['51', '52', '33']
3888 ['51', '52', '33']
3889 ['51', '52', '33']
3890 ['51', '52', '33']
3891 ['51', '52', '33']
3892 ['51', '52', '33']
3893 ['51', '52', '33']
3894 ['51', '52', '33']
3905 ['51', '52', '30']
3906 ['51', '52', '30']
3907 ['51', '52', '30']
3908 ['51', '52', '30']
3909 ['51', '52', '30']
3910 ['51', '52', '30']
3911 ['51', '52', '30']
3912 ['51', '52', '30']
3913 ['51', '52', '30']
3914 ['51', '52', '30']
3925 ['51', '52', '44']
3926 ['51', '52', '44']
3927 ['51', '52', '44']
3928 ['51', '52', '44']
3929 ['51', '52', '44']
3930 ['51', '52', '44']
3931 ['51', '52', '44']
3932 ['51', '52', '44']
3933 ['51', '52', '44']
3934 ['51', '52', '44']
3945 ['51', '52', '6']
3946 ['51', '52', '6']
3947 ['51', '52', '6']
3948 ['51', '52', '6']
3949 ['51', '52', '6']
3950 ['51', '52', '6']
3951 ['51', '52', '6']
3952 ['51', '52', '6']
3953 ['51', '52', '6']
