0 ['5', '59', '3', '29']
1702 ['26', '20', '19', '55']
1703 ['26', '20', '19', '55']
1704 ['26', '20', '19', '55']
1705 ['26', '20', '19', '55']
1706 ['26', '20', '19', '55']
1707 ['26', '20', '19', '55']
1708 ['26', '20', '19', '55']
1709 ['26', '20', '19', '55']
1720 ['57', '58', '25', '54']
1721 ['57', '58', '25', '54']
1722 ['57', '58', '25', '54']
1723 ['57', '58', '25', '54']
1724 ['57', '58', '25', '54']
1725 ['57', '58', '25', '54']
1726 ['57', '58', '25', '54']
1727 ['57', '58', '25', '54']
1728 ['57', '58', '25', '54']
1729 ['57', '58', '25', '54']
1740 ['49', '17', '4', '56']
1741 ['49', '17', '4', '56']
1742 ['49', '17', '4', '56']
1743 ['49', '17', '4', '56']
1744 ['49', '17', '4', '56']
1745 ['49', '17', '4', '56']
1746 ['49', '17', '4', '56']
1747 ['49', '17', '4', '56']
1748 ['49', '17', '4', '56']
1749 ['49', '17', '4', '56']
1760 ['33', '36', '27', '52']
1761 ['33', '36', '27', '52']
1762 ['33', '36', '27', '52']
1763 ['33', '36', '27', '52']
1764 ['33', '36', '27', '52']
1765 ['33', '36', '27', '52']
1766 ['33', '36', '27', '52']
1767 ['33', '36', '27', '52']
1768 ['33', '36', '27', '52']
1769 ['33', '36', '27', '52']
1780 ['42', '8', '14', '25']
1781 ['42', '8', '14', '25']
1782 ['42', '8', '14', '25']
1783 ['42', '8', '14', '25']
1784 ['42', '8', '14', '25']
1785 ['42', '8', '14', '25']
1786 ['42', '8', '14', '25']
1787 ['42', '8', '14', '25']
1788 ['42', '8', '14', '25']
1789 ['42', '8', '14', '25']
1800 ['29', '55', '15', '55']
1801 ['29', '55', '15', '55']
1802 ['29', '55', '15', '55']
1803 ['29', '55', '15', '55']
1804 ['29', '55', '15', '55']
1805 ['29', '55', '15', '55']
1806 ['29', '55', '15', '55']
1807 ['29', '55', '15', '55']
1808 ['29', '55', '15', '55']
1809 ['29', '55', '15', '55']
1820 ['47', '46', '11', '6']
1821 ['47', '46', '11', '6']
1822 ['47', '46', '11', '6']
1823 ['47', '46', '11', '6']
1824 ['47', '46', '11', '6']
1825 ['47', '46', '11', '6']
1826 ['47', '46', '11', '6']
1827 ['47', '46', '11', '6']
1828 ['47', '46', '11', '6']
1829 ['47', '46', '11', '6']
1840 ['30', '7', '0', '15']
1841 ['30', '7', '0', '15']
1842 ['30', '7', '0', '15']
1843 ['30', '7', '0', '15']
1844 ['30', '7', '0', '15']
1845 ['30', '7', '0', '15']
1846 ['30', '7', '0', '15']
1847 ['30', '7', '0', '15']
1848 ['30', '7', '0', '15']
1849 ['30', '7', '0', '15']
1860 ['34', '55', '32', '56']
1861 ['34', '55', '32', '56']
1862 ['34', '55', '32', '56']
1863 ['34', '55', '32', '56']
1864 ['34', '55', '32', '56']
1865 ['34', '55', '32', '56']
1866 ['34', '55', '32', '56']
1867 ['34', '55', '32', '56']
1868 ['34', '55', '32', '56']
1869 ['34', '55', '32', '56']
1880 ['15', '53', '26', '30']
1881 ['15', '53', '26', '30']
1882 ['15', '53', '26', '30']
1883 ['15', '53', '26', '30']
1884 ['15', '53', '26', '30']
1885 ['15', '53', '26', '30']
1886 ['15', '53', '26', '30']
1887 ['15', '53', '26', '30']
1888 ['15', '53', '26', '30']
1889 ['15', '53', '26', '30']
1900 ['58', '51', '59', '53']
1901 ['58', '51', '59', '53']
1902 ['58', '51', '59', '53']
1903 ['58', '51', '59', '53']
1904 ['58', '51', '59', '53']
1905 ['58', '51', '59', '53']
1906 ['58', '51', '59', '53']
1907 ['58', '51', '59', '53']
1908 ['58', '51', '59', '53']
1909 ['58', '51', '59', '53']
1920 ['8', '18', '15', '21']
1921 ['8', '18', '15', '21']
1922 ['8', '18', '15', '21']
1923 ['8', '18', '15', '21']
1924 ['8', '18', '15', '21']
1925 ['8', '18', '15', '21']
1926 ['8', '18', '15', '21']
1927 ['8', '18', '15', '21']
1928 ['8', '18', '15', '21']
1929 ['8', '18', '15', '21']
1940 ['8', '28', '39', '56']
1941 ['8', '28', '39', '56']
1942 ['8', '28', '39', '56']
1943 ['8', '28', '39', '56']
1944 ['8', '28', '39', '56']
1945 ['8', '28', '39', '56']
1946 ['8', '28', '39', '56']
1947 ['8', '28', '39', '56']
1948 ['8', '28', '39', '56']
1949 ['8', '28', '39', '56']
1960 ['26', '5', '52', '58']
1961 ['26', '5', '52', '58']
1962 ['26', '5', '52', '58']
1963 ['26', '5', '52', '58']
1964 ['26', '5', '52', '58']
1965 ['26', '5', '52', '58']
1966 ['26', '5', '52', '58']
1967 ['26', '5', '52', '58']
1968 ['26', '5', '52', '58']
1969 ['26', '5', '52', '58']
1980 ['40', '7', '19', '60']
1981 ['40', '7', '19', '60']
1982 ['40', '7', '19', '60']
1983 ['40', '7', '19', '60']
1984 ['40', '7', '19', '60']
1985 ['40', '7', '19', '60']
1986 ['40', '7', '19', '60']
1987 ['40', '7', '19', '60']
1988 ['40', '7', '19', '60']
1989 ['40', '7', '19', '60']
2000 ['34', '4', '59', '8']
2001 ['34', '4', '59', '8']
2002 ['34', '4', '59', '8']
2003 ['34', '4', '59', '8']
2004 ['34', '4', '59', '8']
2005 ['34', '4', '59', '8']
2006 ['34', '4', '59', '8']
2007 ['34', '4', '59', '8']
2008 ['34', '4', '59', '8']
2009 ['34', '4', '59', '8']
2020 ['26', '1', '22', '10']
2021 ['26', '1', '22', '10']
2022 ['26', '1', '22', '10']
2023 ['26', '1', '22', '10']
2024 ['26', '1', '22', '10']
2025 ['26', '1', '22', '10']
2026 ['26', '1', '22', '10']
2027 ['26', '1', '22', '10']
2028 ['26', '1', '22', '10']
2029 ['26', '1', '22', '10']
2040 ['44', '34', '48', '46']
2041 ['44', '34', '48', '46']
2042 ['44', '34', '48', '46']
2043 ['44', '34', '48', '46']
2044 ['44', '34', '48', '46']
2045 ['44', '34', '48', '46']
2046 ['44', '34', '48', '46']
2047 ['44', '34', '48', '46']
2048 ['44', '34', '48', '46']
2049 ['44', '34', '48', '46']
2060 ['6', '7', '61', '61']
2061 ['6', '7', '61', '61']
2062 ['6', '7', '61', '61']
2063 ['6', '7', '61', '61']
2064 ['6', '7', '61', '61']
2065 ['6', '7', '61', '61']
2066 ['6', '7', '61', '61']
2067 ['6', '7', '61', '61']
2068 ['6', '7', '61', '61']
2069 ['6', '7', '61', '61']
2080 ['10', '3', '43', '21']
2081 ['10', '3', '43', '21']
2082 ['10', '3', '43', '21']
2083 ['10', '3', '43', '21']
2084 ['10', '3', '43', '21']
2085 ['10', '3', '43', '21']
2086 ['10', '3', '43', '21']
2087 ['10', '3', '43', '21']
2088 ['10', '3', '43', '21']
2089 ['10', '3', '43', '21']
2100 ['58', '28', '50', '37']
2101 ['58', '28', '50', '37']
2102 ['58', '28', '50', '37']
2103 ['58', '28', '50', '37']
2104 ['58', '28', '50', '37']
2105 ['58', '28', '50', '37']
2106 ['58', '28', '50', '37']
2107 ['58', '28', '50', '37']
2108 ['58', '28', '50', '37']
2109 ['58', '28', '50', '37']
2120 ['0', '49', '13', '43']
2121 ['0', '49', '13', '43']
2122 ['0', '49', '13', '43']
2123 ['0', '49', '13', '43']
2124 ['0', '49', '13', '43']
2125 ['0', '49', '13', '43']
2126 ['0', '49', '13', '43']
2127 ['0', '49', '13', '43']
2128 ['0', '49', '13', '43']
2129 ['0', '49', '13', '43']
2140 ['4', '12', '48', '44']
2141 ['4', '12', '48', '44']
2142 ['4', '12', '48', '44']
2143 ['4', '12', '48', '44']
2144 ['4', '12', '48', '44']
2145 ['4', '12', '48', '44']
2146 ['4', '12', '48', '44']
2147 ['4', '12', '48', '44']
2148 ['4', '12', '48', '44']
2149 ['4', '12', '48', '44']
2160 ['1', '36', '19', '17']
2161 ['1', '36', '19', '17']
2162 ['1', '36', '19', '17']
2163 ['1', '36', '19', '17']
2164 ['1', '36', '19', '17']
2165 ['1', '36', '19', '17']
2166 ['1', '36', '19', '17']
2167 ['1', '36', '19', '17']
2168 ['1', '36', '19', '17']
2169 ['1', '36', '19', '17']
2180 ['32', '33', '11', '2']
2181 ['32', '33', '11', '2']
2182 ['32', '33', '11', '2']
2183 ['32', '33', '11', '2']
2184 ['32', '33', '11', '2']
2185 ['32', '33', '11', '2']
2186 ['32', '33', '11', '2']
2187 ['32', '33', '11', '2']
2188 ['32', '33', '11', '2']
2189 ['32', '33', '11', '2']
2200 ['14', '34', '28', '8']
2201 ['14', '34', '28', '8']
2202 ['14', '34', '28', '8']
2203 ['14', '34', '28', '8']
2204 ['14', '34', '28', '8']
2205 ['14', '34', '28', '8']
2206 ['14', '34', '28', '8']
2207 ['14', '34', '28', '8']
2208 ['14', '34', '28', '8']
2209 ['14', '34', '28', '8']
2220 ['51', '46', '25', '54']
2221 ['51', '46', '25', '54']
2222 ['51', '46', '25', '54']
2223 ['51', '46', '25', '54']
2224 ['51', '46', '25', '54']
2225 ['51', '46', '25', '54']
2226 ['51', '46', '25', '54']
2227 ['51', '46', '25', '54']
2228 ['51', '46', '25', '54']
2229 ['51', '46', '25', '54']
2240 ['32', '28', '46', '35']
2241 ['32', '28', '46', '35']
2242 ['32', '28', '46', '35']
2243 ['32', '28', '46', '35']
2244 ['32', '28', '46', '35']
2245 ['32', '28', '46', '35']
2246 ['32', '28', '46', '35']
2247 ['32', '28', '46', '35']
2248 ['32', '28', '46', '35']
2249 ['32', '28', '46', '35']
2260 ['33', '21', '4', '37']
2261 ['33', '21', '4', '37']
2262 ['33', '21', '4', '37']
2263 ['33', '21', '4', '37']
2264 ['33', '21', '4', '37']
2265 ['33', '21', '4', '37']
2266 ['33', '21', '4', '37']
2267 ['33', '21', '4', '37']
2268 ['33', '21', '4', '37']
2269 ['33', '21', '4', '37']
2280 ['18', '50', '37', '60']
2281 ['18', '50', '37', '60']
2282 ['18', '50', '37', '60']
2283 ['18', '50', '37', '60']
2284 ['18', '50', '37', '60']
2285 ['18', '50', '37', '60']
2286 ['18', '50', '37', '60']
2287 ['18', '50', '37', '60']
2288 ['18', '50', '37', '60']
2289 ['18', '50', '37', '60']
2300 ['60', '9', '18', '47']
2301 ['60', '9', '18', '47']
2302 ['60', '9', '18', '47']
2303 ['60', '9', '18', '47']
2304 ['60', '9', '18', '47']
2305 ['60', '9', '18', '47']
2306 ['60', '9', '18', '47']
2307 ['60', '9', '18', '47']
2308 ['60', '9', '18', '47']
2309 ['60', '9', '18', '47']
2320 ['31', '55', '48', '47']
2321 ['31', '55', '48', '47']
2322 ['31', '55', '48', '47']
2323 ['31', '55', '48', '47']
2324 ['31', '55', '48', '47']
2325 ['31', '55', '48', '47']
2326 ['31', '55', '48', '47']
2327 ['31', '55', '48', '47']
2328 ['31', '55', '48', '47']
2329 ['31', '55', '48', '47']
2340 ['60', '53', '49', '23']
2341 ['60', '53', '49', '23']
2342 ['60', '53', '49', '23']
2343 ['60', '53', '49', '23']
2344 ['60', '53', '49', '23']
2345 ['60', '53', '49', '23']
2346 ['60', '53', '49', '23']
2347 ['60', '53', '49', '23']
2348 ['60', '53', '49', '23']
2349 ['60', '53', '49', '23']
2360 ['1', '32', '51', '6']
2361 ['1', '32', '51', '6']
2362 ['1', '32', '51', '6']
2363 ['1', '32', '51', '6']
2364 ['1', '32', '51', '6']
2365 ['1', '32', '51', '6']
2366 ['1', '32', '51', '6']
2367 ['1', '32', '51', '6']
2368 ['1', '32', '51', '6']
2369 ['1', '32', '51', '6']
2380 ['34', '16', '49', '9']
2381 ['34', '16', '49', '9']
2382 ['34', '16', '49', '9']
2383 ['34', '16', '49', '9']
2384 ['34', '16', '49', '9']
2385 ['34', '16', '49', '9']
2386 ['34', '16', '49', '9']
2387 ['34', '16', '49', '9']
2388 ['34', '16', '49', '9']
2389 ['34', '16', '49', '9']
2400 ['39', '9', '22', '13']
2401 ['39', '9', '22', '13']
2402 ['39', '9', '22', '13']
2403 ['39', '9', '22', '13']
2404 ['39', '9', '22', '13']
2405 ['39', '9', '22', '13']
2406 ['39', '9', '22', '13']
2407 ['39', '9', '22', '13']
2408 ['39', '9', '22', '13']
2409 ['39', '9', '22', '13']
2420 ['46', '53', '47', '53']
2421 ['46', '53', '47', '53']
2422 ['46', '53', '47', '53']
2423 ['46', '53', '47', '53']
2424 ['46', '53', '47', '53']
2425 ['46', '53', '47', '53']
2426 ['46', '53', '47', '53']
2427 ['46', '53', '47', '53']
2428 ['46', '53', '47', '53']
2429 ['46', '53', '47', '53']
2440 ['36', '14', '0', '15']
2441 ['36', '14', '0', '15']
2442 ['36', '14', '0', '15']
2443 ['36', '14', '0', '15']
2444 ['36', '14', '0', '15']
2445 ['36', '14', '0', '15']
2446 ['36', '14', '0', '15']
2447 ['36', '14', '0', '15']
2448 ['36', '14', '0', '15']
2449 ['36', '14', '0', '15']
2460 ['44', '42', '9', '8']
2461 ['44', '42', '9', '8']
2462 ['44', '42', '9', '8']
2463 ['44', '42', '9', '8']
2464 ['44', '42', '9', '8']
2465 ['44', '42', '9', '8']
2466 ['44', '42', '9', '8']
2467 ['44', '42', '9', '8']
2468 ['44', '42', '9', '8']
2469 ['44', '42', '9', '8']
2480 ['53', '49', '25', '53']
2481 ['53', '49', '25', '53']
2482 ['53', '49', '25', '53']
2483 ['53', '49', '25', '53']
2484 ['53', '49', '25', '53']
2485 ['53', '49', '25', '53']
2486 ['53', '49', '25', '53']
2487 ['53', '49', '25', '53']
2488 ['53', '49', '25', '53']
2489 ['53', '49', '25', '53']
2500 ['33', '20', '13', '41']
2501 ['33', '20', '13', '41']
2502 ['33', '20', '13', '41']
2503 ['33', '20', '13', '41']
2504 ['33', '20', '13', '41']
2505 ['33', '20', '13', '41']
2506 ['33', '20', '13', '41']
2507 ['33', '20', '13', '41']
2508 ['33', '20', '13', '41']
2509 ['33', '20', '13', '41']
2520 ['42', '6', '17', '57']
2521 ['42', '6', '17', '57']
2522 ['42', '6', '17', '57']
2523 ['42', '6', '17', '57']
2524 ['42', '6', '17', '57']
2525 ['42', '6', '17', '57']
2526 ['42', '6', '17', '57']
2527 ['42', '6', '17', '57']
2528 ['42', '6', '17', '57']
2529 ['42', '6', '17', '57']
2540 ['20', '43', '48', '57']
2541 ['20', '43', '48', '57']
2542 ['20', '43', '48', '57']
2543 ['20', '43', '48', '57']
2544 ['20', '43', '48', '57']
2545 ['20', '43', '48', '57']
2546 ['20', '43', '48', '57']
2547 ['20', '43', '48', '57']
2548 ['20', '43', '48', '57']
2549 ['20', '43', '48', '57']
2560 ['30', '27', '55', '54']
2561 ['30', '27', '55', '54']
2562 ['30', '27', '55', '54']
2563 ['30', '27', '55', '54']
2564 ['30', '27', '55', '54']
2565 ['30', '27', '55', '54']
2566 ['30', '27', '55', '54']
2567 ['30', '27', '55', '54']
2568 ['30', '27', '55', '54']
2569 ['30', '27', '55', '54']
2580 ['36', '41', '30', '29']
2581 ['36', '41', '30', '29']
2582 ['36', '41', '30', '29']
2583 ['36', '41', '30', '29']
2584 ['36', '41', '30', '29']
2585 ['36', '41', '30', '29']
2586 ['36', '41', '30', '29']
2587 ['36', '41', '30', '29']
2588 ['36', '41', '30', '29']
2589 ['36', '41', '30', '29']
2600 ['52', '32', '20', '18']
2601 ['52', '32', '20', '18']
2602 ['52', '32', '20', '18']
2603 ['52', '32', '20', '18']
2604 ['52', '32', '20', '18']
2605 ['52', '32', '20', '18']
2606 ['52', '32', '20', '18']
2607 ['52', '32', '20', '18']
2608 ['52', '32', '20', '18']
2609 ['52', '32', '20', '18']
2620 ['48', '17', '7', '38']
2621 ['48', '17', '7', '38']
2622 ['48', '17', '7', '38']
2623 ['48', '17', '7', '38']
2624 ['48', '17', '7', '38']
2625 ['48', '17', '7', '38']
2626 ['48', '17', '7', '38']
2627 ['48', '17', '7', '38']
2628 ['48', '17', '7', '38']
2629 ['48', '17', '7', '38']
2640 ['39', '22', '42', '19']
2641 ['39', '22', '42', '19']
2642 ['39', '22', '42', '19']
2643 ['39', '22', '42', '19']
2644 ['39', '22', '42', '19']
2645 ['39', '22', '42', '19']
2646 ['39', '22', '42', '19']
2647 ['39', '22', '42', '19']
2648 ['39', '22', '42', '19']
2649 ['39', '22', '42', '19']
2660 ['54', '43', '1', '37']
2661 ['54', '43', '1', '37']
2662 ['54', '43', '1', '37']
2663 ['54', '43', '1', '37']
2664 ['54', '43', '1', '37']
2665 ['54', '43', '1', '37']
2666 ['54', '43', '1', '37']
2667 ['54', '43', '1', '37']
2668 ['54', '43', '1', '37']
2669 ['54', '43', '1', '37']
2680 ['52', '51', '10', '59']
2681 ['52', '51', '10', '59']
2682 ['52', '51', '10', '59']
2683 ['52', '51', '10', '59']
2684 ['52', '51', '10', '59']
2685 ['52', '51', '10', '59']
2686 ['52', '51', '10', '59']
2687 ['52', '51', '10', '59']
2688 ['52', '51', '10', '59']
2689 ['52', '51', '10', '59']
2690 ['52', '51', '10', '59']
2701 ['52', '51', '59', '3']
2702 ['52', '51', '59', '3']
2703 ['52', '51', '59', '3']
2704 ['52', '51', '59', '3']
2705 ['52', '51', '59', '25']
2706 ['52', '51', '59', '25']
2707 ['52', '51', '59', '25']
2708 ['52', '51', '59', '25']
2709 ['52', '51', '59', '25']
2710 ['52', '51', '59', '25']
2711 ['52', '51', '59', '25']
2712 ['52', '51', '59', '25']
2713 ['52', '51', '59', '25']
2714 ['52', '51', '59', '25']
2715 ['52', '51', '59', '25']
2726 ['52', '51', '25', '35']
2727 ['52', '51', '25', '35']
2728 ['52', '51', '25', '35']
2729 ['52', '51', '25', '35']
2730 ['52', '51', '25', '35']
2731 ['52', '51', '25', '35']
2732 ['52', '51', '25', '35']
2733 ['52', '51', '25', '35']
2734 ['52', '51', '25', '35']
2735 ['52', '51', '25', '35']
2746 ['52', '51', '25', '1']
2747 ['52', '51', '25', '1']
2748 ['52', '51', '25', '1']
2749 ['52', '51', '25', '1']
2750 ['52', '51', '25', '1']
2751 ['52', '51', '25', '1']
2752 ['52', '51', '25', '1']
2753 ['52', '51', '25', '1']
2754 ['52', '51', '25', '1']
2755 ['52', '51', '25', '1']
2766 ['52', '51', '59', '57']
2767 ['52', '51', '59', '57']
2768 ['52', '51', '59', '57']
2769 ['52', '51', '59', '57']
2770 ['52', '51', '59', '6']
2771 ['52', '51', '59', '6']
2772 ['52', '51', '59', '6']
2773 ['52', '51', '59', '6']
2774 ['52', '51', '59', '6']
2775 ['52', '51', '59', '6']
2776 ['52', '51', '59', '6']
2777 ['52', '51', '59', '6']
2778 ['52', '51', '59', '6']
2779 ['52', '51', '59', '6']
2780 ['52', '51', '59', '6']
2791 ['52', '51', '6', '59']
2792 ['52', '51', '6', '59']
2793 ['52', '51', '6', '59']
2794 ['52', '51', '6', '59']
2795 ['52', '51', '6', '59']
2796 ['52', '51', '6', '59']
2797 ['52', '51', '6', '59']
2798 ['52', '51', '6', '59']
2799 ['52', '51', '6', '59']
2800 ['52', '51', '6', '59']
2811 ['52', '59', '51', '9']
2812 ['52', '59', '51', '9']
2813 ['52', '59', '51', '9']
2814 ['52', '59', '51', '9']
2815 ['52', '59', '51', '9']
2816 ['52', '59', '51', '9']
2817 ['52', '59', '51', '9']
2818 ['52', '59', '51', '9']
2819 ['52', '59', '51', '9']
2820 ['52', '59', '51', '9']
2831 ['52', '59', '51', '41']
2832 ['52', '59', '51', '41']
2833 ['52', '59', '51', '41']
2834 ['52', '59', '51', '41']
2835 ['52', '59', '51', '41']
2836 ['52', '59', '51', '41']
2837 ['52', '59', '51', '41']
2838 ['52', '59', '51', '41']
2839 ['52', '59', '51', '41']
2840 ['52', '59', '51', '41']
2851 ['52', '59', '51', '8']
2852 ['52', '59', '51', '8']
2853 ['52', '59', '51', '8']
2854 ['52', '59', '51', '8']
2855 ['52', '59', '51', '8']
2856 ['52', '59', '51', '8']
2857 ['52', '59', '51', '8']
2858 ['52', '59', '51', '8']
2859 ['52', '59', '51', '8']
2860 ['52', '59', '51', '8']
2871 ['52', '59', '51', '15']
2872 ['52', '59', '51', '15']
2873 ['52', '59', '51', '25']
2874 ['52', '59', '51', '25']
2875 ['52', '59', '51', '25']
2876 ['52', '59', '51', '25']
2877 ['52', '59', '51', '25']
2878 ['52', '59', '51', '25']
2879 ['52', '59', '51', '25']
2880 ['52', '59', '51', '25']
2881 ['52', '59', '51', '25']
2882 ['52', '59', '51', '25']
2883 ['52', '59', '51', '25']
2894 ['52', '51', '25', '59']
2895 ['52', '51', '25', '59']
2896 ['52', '51', '25', '59']
2897 ['52', '51', '25', '59']
2898 ['52', '51', '25', '59']
2899 ['52', '51', '25', '59']
2900 ['52', '51', '25', '59']
2901 ['52', '51', '25', '59']
2902 ['52', '51', '25', '59']
2903 ['52', '51', '25', '59']
2904 ['52', '51', '25', '59']
2915 ['52', '51', '59', '56']
2916 ['52', '51', '59', '56']
2917 ['52', '51', '59', '56']
2918 ['52', '51', '59', '56']
2919 ['52', '51', '59', '56']
2920 ['52', '51', '59', '56']
2921 ['52', '51', '59', '56']
2922 ['52', '51', '59', '56']
2923 ['52', '51', '59', '56']
2924 ['52', '51', '59', '56']
2935 ['51', '59', '52', '6']
2936 ['51', '59', '52', '6']
2937 ['51', '59', '52', '6']
2938 ['51', '59', '52', '6']
2939 ['51', '59', '52', '6']
2940 ['51', '59', '52', '6']
2941 ['51', '59', '52', '6']
2942 ['51', '59', '52', '6']
2943 ['51', '59', '52', '6']
2944 ['51', '59', '52', '6']
2955 ['51', '52', '6', '59']
2956 ['51', '52', '6', '59']
2957 ['51', '52', '6', '59']
2958 ['51', '52', '6', '59']
2959 ['51', '52', '6', '59']
2960 ['51', '52', '6', '59']
2961 ['51', '52', '6', '59']
2962 ['51', '52', '6', '59']
2963 ['51', '52', '6', '59']
2964 ['51', '52', '6', '59']
2975 ['51', '52', '6', '38']
2976 ['51', '52', '6', '38']
2977 ['51', '52', '6', '38']
2978 ['51', '52', '6', '38']
2979 ['51', '52', '6', '38']
2980 ['51', '52', '6', '38']
2981 ['51', '52', '6', '38']
2982 ['51', '52', '6', '38']
2983 ['51', '52', '6', '38']
2984 ['51', '52', '6', '38']
2995 ['51', '52', '6', '10']
2996 ['51', '52', '6', '10']
2997 ['51', '52', '6', '10']
2998 ['51', '52', '6', '10']
2999 ['51', '52', '6', '10']
3000 ['51', '52', '6', '10']
3001 ['51', '52', '6', '10']
3002 ['51', '52', '6', '10']
3003 ['51', '52', '6', '10']
3004 ['51', '52', '6', '10']
3015 ['52', '6', '51', '59']
3016 ['52', '6', '51', '59']
3017 ['52', '6', '51', '59']
3018 ['52', '6', '51', '59']
3019 ['52', '6', '51', '59']
3020 ['52', '6', '51', '59']
3021 ['52', '6', '51', '59']
3022 ['52', '6', '51', '59']
3023 ['52', '6', '51', '59']
3024 ['52', '6', '51', '59']
3035 ['51', '25', '52', '40']
3036 ['51', '25', '52', '40']
3037 ['51', '25', '52', '40']
3038 ['51', '25', '52', '40']
3039 ['51', '25', '52', '40']
3040 ['51', '25', '52', '40']
3041 ['51', '25', '52', '40']
3042 ['51', '25', '52', '40']
3043 ['51', '25', '52', '40']
3044 ['51', '25', '52', '40']
3055 ['51', '52', '25', '6']
3056 ['51', '52', '25', '6']
3057 ['51', '52', '25', '6']
3058 ['51', '52', '25', '6']
3059 ['51', '52', '25', '6']
3060 ['51', '52', '25', '6']
3061 ['51', '52', '25', '6']
3062 ['51', '52', '25', '6']
3063 ['51', '52', '25', '6']
3064 ['51', '52', '25', '6']
3075 ['51', '6', '25', '30']
3076 ['51', '6', '25', '30']
3077 ['51', '6', '25', '30']
3078 ['51', '6', '25', '30']
3079 ['51', '6', '25', '30']
3080 ['51', '6', '25', '30']
3081 ['51', '6', '25', '30']
3082 ['51', '6', '25', '30']
3083 ['51', '6', '25', '30']
3084 ['51', '6', '25', '30']
3095 ['51', '25', '6', '30']
3096 ['51', '25', '6', '30']
3097 ['51', '25', '6', '30']
3098 ['51', '25', '6', '30']
3099 ['51', '25', '6', '30']
3100 ['51', '25', '6', '30']
3101 ['51', '25', '6', '30']
3102 ['51', '25', '6', '30']
3103 ['51', '25', '6', '30']
3104 ['51', '25', '6', '30']
3115 ['6', '25', '51', '26']
3116 ['6', '25', '51', '26']
3117 ['6', '25', '51', '26']
3118 ['6', '25', '51', '26']
3119 ['6', '25', '51', '26']
3120 ['6', '25', '51', '26']
3121 ['6', '25', '51', '26']
3122 ['6', '25', '51', '26']
3123 ['6', '25', '51', '26']
3124 ['6', '25', '51', '26']
3135 ['55', '58', '9', '15']
3136 ['55', '58', '9', '15']
3137 ['55', '58', '9', '15']
3138 ['55', '58', '9', '15']
3139 ['55', '58', '9', '15']
3140 ['55', '58', '9', '15']
3141 ['55', '58', '9', '15']
3142 ['55', '58', '9', '15']
3143 ['55', '58', '9', '15']
3144 ['55', '58', '9', '15']
3155 ['52', '15', '8', '8']
3156 ['52', '15', '8', '8']
3157 ['52', '15', '8', '8']
3158 ['52', '15', '8', '8']
3159 ['52', '15', '8', '8']
3160 ['52', '15', '8', '8']
3161 ['52', '15', '8', '8']
3162 ['52', '15', '8', '8']
3163 ['52', '15', '8', '8']
3164 ['52', '15', '8', '8']
3175 ['51', '53', '25', '6']
3176 ['51', '53', '25', '6']
3177 ['51', '53', '25', '6']
3178 ['51', '53', '25', '6']
3179 ['51', '53', '25', '6']
3180 ['51', '53', '25', '6']
3181 ['51', '53', '25', '6']
3182 ['51', '53', '25', '6']
3183 ['51', '53', '25', '6']
3184 ['51', '53', '25', '6']
3195 ['51', '25', '6', '52']
3196 ['51', '25', '6', '52']
3197 ['51', '25', '6', '52']
3198 ['51', '25', '6', '52']
3199 ['51', '25', '6', '52']
3200 ['51', '25', '6', '52']
3201 ['51', '25', '6', '52']
3202 ['51', '25', '6', '52']
3203 ['51', '25', '6', '52']
3204 ['51', '25', '6', '52']
3205 ['51', '25', '6', '52']
3216 ['51', '6', '52', '18']
3217 ['51', '6', '52', '18']
3218 ['51', '6', '52', '18']
3219 ['51', '6', '52', '18']
3220 ['51', '6', '52', '18']
3221 ['51', '6', '52', '18']
3222 ['51', '6', '52', '18']
3223 ['51', '6', '52', '18']
3224 ['51', '6', '52', '18']
3225 ['51', '6', '52', '18']
3236 ['51', '6', '52', '55']
3237 ['51', '6', '52', '55']
3238 ['51', '6', '52', '55']
3239 ['51', '6', '52', '55']
3240 ['51', '6', '52', '55']
3241 ['51', '6', '52', '55']
3242 ['51', '6', '52', '55']
3243 ['51', '6', '52', '55']
3244 ['51', '6', '52', '55']
3245 ['51', '6', '52', '55']
3256 ['6', '52', '51', '22']
3257 ['6', '52', '51', '22']
3258 ['6', '52', '51', '22']
3259 ['6', '52', '51', '22']
3260 ['6', '52', '51', '22']
3261 ['6', '52', '51', '22']
3262 ['6', '52', '51', '22']
3263 ['6', '52', '51', '22']
3264 ['6', '52', '51', '22']
3265 ['6', '52', '51', '22']
3276 ['6', '52', '51', '9']
3277 ['6', '52', '51', '9']
3278 ['6', '52', '51', '9']
3279 ['6', '52', '51', '9']
3280 ['6', '52', '51', '25']
3281 ['6', '52', '51', '25']
3282 ['6', '52', '51', '25']
3283 ['6', '52', '51', '25']
3284 ['6', '52', '51', '25']
3285 ['6', '52', '51', '25']
3286 ['6', '52', '51', '25']
3287 ['6', '52', '51', '25']
3288 ['6', '52', '51', '25']
3289 ['6', '52', '51', '25']
3290 ['6', '52', '51', '25']
3301 ['51', '25', '52', '19']
3302 ['51', '25', '52', '19']
3303 ['51', '25', '52', '19']
3304 ['51', '25', '52', '19']
3305 ['51', '25', '52', '19']
3306 ['51', '52', '25', '6']
3307 ['51', '52', '25', '6']
3308 ['51', '52', '25', '6']
3309 ['51', '52', '25', '6']
3310 ['51', '52', '25', '6']
3311 ['51', '52', '25', '6']
3312 ['51', '52', '25', '6']
3313 ['51', '52', '25', '6']
